registro,id,duracion_estadia,genero,edad,ninos,codigo_destino,tipo_acomodacion
"""Registro 4542""",1010732,7,F,40,0,COL,Hotel
"""Registro 4543""",1010807,5,M,47,<NA>,NL,Hotel
"""Registro 4544""",1009816,4,M,33,1,US,AirBnB
"""Registro 4545""",1013129,5,M,38,1,US,Hotel
"""Registro 4546""",1005968,3,M,44,1,<NA>,Hotel
"""Registro 4547""",1002664,5,F,<NA>,1,PE,Hotel
"""Registro 4548""",1010418,2,F,<NA>,1,UK,Hotel
"""Registro 4549""",1001599,2,M,40,1,IT,AirBnB
"""Registro 4550""",1004031,2,M,<NA>,1,UK,Hotel
"""Registro 4551""",1013790,2,F,<NA>,1,IT,Hotel
"""Registro 4552""",1002190,6,F,39,1,US,Hotel
"""Registro 4553""",1013472,3,M,<NA>,0,UK,AirBnB
"""Registro 4554""",1009938,2,M,45,<NA>,AR,Hotel
"""Registro 4555""",1005013,4,M,38,0,IT,Hotel
"""Registro 4556""",1010967,5,F,<NA>,1,UK,AirBnB
"""Registro 4557""",1006350,4,M,45,0,NL,AirBnB
"""Registro 4558""",1010164,4,M,<NA>,1,IT,Hotel
"""Registro 4559""",1013127,4,F,43,1,NL,AirBnB
"""Registro 4560""",1010040,2,F,52,0,NL,Hotel
"""Registro 4561""",1010200,4,F,38,0,PE,Hotel
"""Registro 4562""",1005819,4,M,41,0,AR,Hotel
"""Registro 4563""",1009764,3,M,44,1,UK,AirBnB
"""Registro 4564""",1001082,5,M,42,0,PE,AirBnB
"""Registro 4565""",1000434,4,M,35,1,<NA>,AirBnB
"""Registro 4566""",1000582,3,F,<NA>,1,<NA>,AirBnB
"""Registro 4567""",1010861,1,F,44,0,PE,Hotel
"""Registro 4568""",1008307,4,F,30,0,AR,AirBnB
"""Registro 4569""",1010468,3,M,43,1,PE,Hotel
"""Registro 4570""",1012337,5,M,44,<NA>,US,AirBnB
"""Registro 4571""",1002954,5,F,48,1,UK,Hotel
"""Registro 4572""",1012869,2,M,40,0,UK,Hotel
"""Registro 4573""",1010425,3,M,36,0,UK,Hotel
"""Registro 4574""",1008373,4,M,37,1,ES,AirBnB
"""Registro 4575""",1013686,5,F,42,1,COL,AirBnB
"""Registro 4576""",1012561,4,M,38,0,AR,Hotel
"""Registro 4577""",1009396,4,M,36,<NA>,NL,Hotel
"""Registro 4578""",1011660,4,M,43,<NA>,COL,Hotel
"""Registro 4579""",1000996,2,F,36,0,IT,AirBnB
"""Registro 4580""",1011077,6,M,<NA>,1,COL,Hotel
"""Registro 4581""",1004286,7,F,43,1,COL,AirBnB
"""Registro 4582""",1012302,3,F,44,1,US,AirBnB
"""Registro 4583""",1004345,2,F,33,1,US,Hotel
"""Registro 4584""",1010659,7,M,47,0,AR,AirBnB
"""Registro 4585""",1002542,7,F,39,1,US,Hotel
"""Registro 4586""",1012953,2,F,39,1,UK,Hotel
"""Registro 4587""",1001171,3,M,46,0,NL,AirBnB
"""Registro 4588""",1013070,4,F,48,0,<NA>,Hotel
"""Registro 4589""",1005018,4,F,50,0,US,Hotel
"""Registro 4590""",1008133,4,M,<NA>,1,NL,Hotel
"""Registro 4591""",1001874,5,F,34,1,AR,Hotel
"""Registro 4592""",1006038,4,F,35,1,NL,Hotel
"""Registro 4593""",1003933,3,F,39,1,<NA>,Hotel
"""Registro 4594""",1013327,6,F,45,1,COL,AirBnB
"""Registro 4595""",1008559,6,M,43,0,COL,AirBnB
"""Registro 4596""",1002548,4,F,48,1,COL,AirBnB
"""Registro 4597""",1002519,3,F,30,<NA>,PE,Hotel
"""Registro 4598""",1013666,3,F,<NA>,1,US,Hotel
"""Registro 4599""",1013873,5,M,40,0,NL,Hotel
"""Registro 4600""",1009761,6,M,37,0,US,Hotel
"""Registro 4601""",1012414,4,F,39,0,IT,Hotel
"""Registro 4602""",1010318,4,F,<NA>,1,PE,AirBnB
"""Registro 4603""",1005650,7,M,35,0,PE,Hotel
"""Registro 4604""",1008065,3,F,38,<NA>,IT,Hotel
"""Registro 4605""",1013887,1,M,44,1,COL,AirBnB
"""Registro 4606""",1010490,4,M,41,1,<NA>,Hotel
"""Registro 4607""",1006742,9,F,42,1,UK,AirBnB
"""Registro 4608""",1005184,5,F,40,0,IT,AirBnB
"""Registro 4609""",1010401,4,F,42,1,IT,AirBnB
"""Registro 4610""",1006498,2,F,37,0,IT,AirBnB
"""Registro 4611""",1006256,4,M,<NA>,1,US,Hotel
"""Registro 4612""",1006065,6,M,50,0,COL,AirBnB
"""Registro 4613""",1011357,5,F,43,0,PE,Hotel
"""Registro 4614""",1002899,6,M,34,<NA>,US,Hotel
"""Registro 4615""",1000364,3,F,38,<NA>,ES,AirBnB
"""Registro 4616""",1004079,1,M,36,0,ES,Hotel
"""Registro 4617""",1009484,6,F,33,1,ES,AirBnB
"""Registro 4618""",1000349,2,F,39,1,UK,Hotel
"""Registro 4619""",1013072,5,M,35,0,UK,Hotel
"""Registro 4620""",1007873,4,F,42,<NA>,IT,Hotel
"""Registro 4621""",1001120,3,M,34,0,UK,Hotel
"""Registro 4622""",1008589,3,F,<NA>,1,ES,Hotel
"""Registro 4623""",1013749,5,F,35,0,<NA>,AirBnB
"""Registro 4624""",1010915,7,M,49,0,IT,AirBnB
"""Registro 4625""",1010642,5,M,36,1,<NA>,AirBnB
"""Registro 4626""",1002435,2,M,40,1,AR,AirBnB
"""Registro 4627""",1001212,3,F,41,1,AR,AirBnB
"""Registro 4628""",1011410,5,F,39,0,PE,Hotel
"""Registro 4629""",1008518,6,M,38,1,COL,AirBnB
"""Registro 4630""",1011829,5,M,40,0,<NA>,Hotel
"""Registro 4631""",1003867,1,F,36,1,US,Hotel
"""Registro 4632""",1012527,5,F,50,1,IT,AirBnB
"""Registro 4633""",1012368,4,F,43,1,AR,Hotel
"""Registro 4634""",1001410,3,F,35,1,AR,Hotel
"""Registro 4635""",1006450,4,F,38,0,US,AirBnB
"""Registro 4636""",1003372,4,M,35,1,US,AirBnB
"""Registro 4637""",1000308,5,M,39,1,US,AirBnB
"""Registro 4638""",1013913,5,M,<NA>,0,IT,Hotel
"""Registro 4639""",1009300,3,F,39,<NA>,UK,Hotel
"""Registro 4640""",1001897,5,F,43,0,PE,Hotel
"""Registro 4641""",1012137,1,F,40,1,NL,AirBnB
"""Registro 4642""",1008225,7,F,42,1,US,AirBnB
"""Registro 4643""",1005766,4,F,32,0,ES,AirBnB
"""Registro 4644""",1007304,2,F,44,1,IT,Hotel
"""Registro 4645""",1006066,4,M,51,1,ES,Hotel
"""Registro 4646""",1001969,5,F,50,1,IT,Hotel
"""Registro 4647""",1002332,3,F,44,1,NL,Hotel
"""Registro 4648""",1011942,2,F,39,1,AR,Hotel
"""Registro 4649""",1006761,1,F,44,1,COL,AirBnB
"""Registro 4650""",1007383,7,M,39,1,AR,AirBnB
"""Registro 4651""",1011733,4,F,36,0,ES,AirBnB
"""Registro 4652""",1006554,3,M,52,1,PE,AirBnB
"""Registro 4653""",1004304,2,F,<NA>,0,US,Hotel
"""Registro 4654""",1004924,5,F,35,1,PE,Hotel
"""Registro 4655""",1008734,4,F,46,0,PE,Hotel
"""Registro 4656""",1002047,2,M,52,0,ES,AirBnB
"""Registro 4657""",1008033,3,F,36,1,AR,Hotel
"""Registro 4658""",1002562,4,M,47,0,US,AirBnB
"""Registro 4659""",1012985,4,M,38,0,PE,AirBnB
"""Registro 4660""",1000348,4,M,42,1,COL,Hotel
"""Registro 4661""",1004063,6,F,53,0,<NA>,Hotel
"""Registro 4662""",1008956,6,F,37,1,AR,Hotel
"""Registro 4663""",1010479,5,F,40,1,UK,Hotel
"""Registro 4664""",1005738,8,M,47,1,US,Hotel
"""Registro 4665""",1007538,3,F,27,1,IT,Hotel
"""Registro 4666""",1008299,3,M,43,0,NL,Hotel
"""Registro 4667""",1001770,3,M,40,<NA>,COL,Hotel
"""Registro 4668""",1004138,2,F,<NA>,0,COL,AirBnB
"""Registro 4669""",1005027,4,F,36,1,COL,Hotel
"""Registro 4670""",1004032,5,M,38,1,COL,Hotel
"""Registro 4671""",1013741,7,M,39,1,NL,AirBnB
"""Registro 4672""",1000326,4,F,41,0,US,Hotel
"""Registro 4673""",1012252,4,F,34,0,PE,AirBnB
"""Registro 4674""",1012973,8,M,42,1,US,Hotel
"""Registro 4675""",1006162,3,F,30,1,ES,Hotel
"""Registro 4676""",1002501,1,M,38,1,NL,AirBnB
"""Registro 4677""",1012150,4,M,46,1,UK,Hotel
"""Registro 4678""",1012540,4,F,42,1,US,AirBnB
"""Registro 4679""",1009567,5,F,47,0,COL,Hotel
"""Registro 4680""",1005474,3,F,45,1,ES,AirBnB
"""Registro 4681""",1005533,2,F,38,1,US,Hotel
"""Registro 4682""",1008604,6,F,36,<NA>,AR,AirBnB
"""Registro 4683""",1011734,4,M,43,0,IT,AirBnB
"""Registro 4684""",1009242,3,F,<NA>,0,ES,AirBnB
"""Registro 4685""",1013885,4,F,39,0,PE,Hotel
"""Registro 4686""",1013995,1,M,44,1,ES,Hotel
"""Registro 4687""",1011662,3,M,40,1,PE,Hotel
"""Registro 4688""",1011943,1,F,34,1,IT,Hotel
"""Registro 4689""",1010633,4,F,39,1,PE,AirBnB
"""Registro 4690""",1013968,3,F,<NA>,<NA>,US,AirBnB
"""Registro 4691""",1004544,4,F,52,1,ES,AirBnB
"""Registro 4692""",1007903,3,F,41,0,<NA>,Hotel
"""Registro 4693""",1008525,2,F,43,1,US,AirBnB
"""Registro 4694""",1012801,5,M,43,1,PE,Hotel
"""Registro 4695""",1006746,4,F,38,1,PE,Hotel
"""Registro 4696""",1013561,3,F,<NA>,1,PE,AirBnB
"""Registro 4697""",1011312,4,F,38,1,<NA>,Hotel
"""Registro 4698""",1014047,3,M,31,1,UK,AirBnB
"""Registro 4699""",1007275,5,F,46,<NA>,NL,AirBnB
"""Registro 4700""",1004362,5,M,41,1,IT,Hotel
"""Registro 4701""",1013417,4,M,40,1,<NA>,AirBnB
"""Registro 4702""",1011291,5,F,44,1,<NA>,AirBnB
"""Registro 4703""",1011589,2,M,40,0,AR,Hotel
"""Registro 4704""",1007798,3,M,43,1,NL,Hotel
"""Registro 4705""",1012453,4,M,38,1,NL,AirBnB
"""Registro 4706""",1008246,3,F,44,0,<NA>,Hotel
"""Registro 4707""",1009188,4,F,45,1,AR,AirBnB
"""Registro 4708""",1001361,4,F,41,1,US,AirBnB
"""Registro 4709""",1003182,2,M,43,0,UK,AirBnB
"""Registro 4710""",1004812,4,M,41,0,AR,AirBnB
"""Registro 4711""",1007894,2,F,37,0,AR,AirBnB
"""Registro 4712""",1013162,2,M,37,<NA>,NL,AirBnB
"""Registro 4713""",1011128,4,M,46,<NA>,UK,Hotel
"""Registro 4714""",1011579,4,F,39,<NA>,UK,Hotel
"""Registro 4715""",1010993,2,M,<NA>,1,NL,AirBnB
"""Registro 4716""",1008397,3,F,33,1,IT,Hotel
"""Registro 4717""",1009064,5,F,35,0,UK,AirBnB
"""Registro 4718""",1008399,7,F,37,1,COL,Hotel
"""Registro 4719""",1009815,5,F,38,1,PE,Hotel
"""Registro 4720""",1010027,4,F,41,1,ES,AirBnB
"""Registro 4721""",1004612,4,F,47,1,IT,AirBnB
"""Registro 4722""",1002264,1,M,42,<NA>,NL,Hotel
"""Registro 4723""",1005696,8,M,45,0,UK,AirBnB
"""Registro 4724""",1009426,7,F,45,0,COL,Hotel
"""Registro 4725""",1009635,6,F,43,1,NL,AirBnB
"""Registro 4726""",1001642,1,M,42,1,IT,Hotel
"""Registro 4727""",1008828,4,M,38,0,COL,Hotel
"""Registro 4728""",1009373,4,M,49,<NA>,ES,Hotel
"""Registro 4729""",1000599,4,M,29,1,<NA>,AirBnB
"""Registro 4730""",1000208,4,F,45,1,NL,AirBnB
"""Registro 4731""",1006356,5,F,42,1,US,AirBnB
"""Registro 4732""",1006400,5,M,38,0,PE,Hotel
"""Registro 4733""",1005886,3,F,37,<NA>,COL,Hotel
"""Registro 4734""",1003889,5,M,44,0,IT,AirBnB
"""Registro 4735""",1001657,6,M,41,1,COL,Hotel
"""Registro 4736""",1003846,4,F,48,0,COL,AirBnB
"""Registro 4737""",1008918,4,F,41,1,NL,AirBnB
"""Registro 4738""",1009579,6,F,39,<NA>,US,Hotel
"""Registro 4739""",1013437,2,M,41,1,NL,Hotel
"""Registro 4740""",1007650,2,F,37,1,UK,Hotel
"""Registro 4741""",1001265,4,F,<NA>,0,AR,AirBnB
"""Registro 4742""",1012018,5,F,43,0,AR,Hotel
"""Registro 4743""",1009820,3,F,<NA>,1,UK,AirBnB
"""Registro 4744""",1007213,1,M,38,0,PE,Hotel
"""Registro 4745""",1009520,2,M,<NA>,1,AR,Hotel
"""Registro 4746""",1002404,3,M,32,1,UK,AirBnB
"""Registro 4747""",1010471,3,F,39,1,COL,Hotel
"""Registro 4748""",1004767,1,M,41,0,NL,Hotel
"""Registro 4749""",1005946,3,M,53,0,NL,AirBnB
"""Registro 4750""",1004900,2,F,32,1,COL,Hotel
"""Registro 4751""",1009679,4,F,52,1,COL,AirBnB
"""Registro 4752""",1007356,5,F,30,0,ES,AirBnB
"""Registro 4753""",1008698,3,F,43,<NA>,AR,Hotel
"""Registro 4754""",1010384,6,F,35,1,<NA>,Hotel
"""Registro 4755""",1005564,3,F,29,0,COL,AirBnB
"""Registro 4756""",1004720,4,M,49,1,US,Hotel
"""Registro 4757""",1007956,4,F,32,1,ES,Hotel
"""Registro 4758""",1013225,4,M,32,1,UK,Hotel
"""Registro 4759""",1007791,2,M,37,1,US,AirBnB
"""Registro 4760""",1002304,3,M,50,0,IT,Hotel
"""Registro 4761""",1013619,5,F,46,0,COL,Hotel
"""Registro 4762""",1001381,6,M,39,1,UK,AirBnB
"""Registro 4763""",1010677,6,F,35,0,<NA>,AirBnB
"""Registro 4764""",1012197,5,F,41,<NA>,AR,AirBnB
"""Registro 4765""",1010655,2,M,<NA>,0,UK,Hotel
"""Registro 4766""",1011030,2,F,47,1,IT,Hotel
"""Registro 4767""",1003113,5,M,42,<NA>,UK,AirBnB
"""Registro 4768""",1001305,3,M,40,0,PE,Hotel
"""Registro 4769""",1001048,4,F,<NA>,0,UK,AirBnB
"""Registro 4770""",1012211,1,F,42,1,COL,AirBnB
"""Registro 4771""",1003169,1,F,36,1,NL,Hotel
"""Registro 4772""",1007449,4,F,34,1,US,Hotel
"""Registro 4773""",1013511,7,M,43,1,NL,Hotel
"""Registro 4774""",1007813,3,M,43,0,<NA>,Hotel
"""Registro 4775""",1001695,2,F,28,0,US,AirBnB
"""Registro 4776""",1008584,2,F,41,0,IT,AirBnB
"""Registro 4777""",1004761,6,M,39,1,UK,Hotel
"""Registro 4778""",1007976,3,M,38,<NA>,IT,Hotel
"""Registro 4779""",1006181,4,F,41,<NA>,<NA>,AirBnB
"""Registro 4780""",1001388,4,F,46,1,COL,AirBnB
"""Registro 4781""",1003945,3,F,48,0,COL,Hotel
"""Registro 4782""",1006479,7,F,<NA>,1,NL,Hotel
"""Registro 4783""",1003819,2,F,34,1,COL,Hotel
"""Registro 4784""",1005800,4,F,42,0,AR,Hotel
"""Registro 4785""",1003977,1,F,30,0,<NA>,Hotel
"""Registro 4786""",1012704,7,F,<NA>,1,US,Hotel
"""Registro 4787""",1006808,3,M,33,0,US,Hotel
"""Registro 4788""",1003582,2,M,42,1,AR,Hotel
"""Registro 4789""",1010744,4,M,<NA>,1,COL,Hotel
"""Registro 4790""",1013627,5,F,42,<NA>,AR,Hotel
"""Registro 4791""",1012399,8,F,32,0,IT,Hotel
"""Registro 4792""",1012138,2,F,33,0,ES,AirBnB
"""Registro 4793""",1006545,5,M,43,0,AR,AirBnB
"""Registro 4794""",1004956,4,F,49,0,PE,Hotel
"""Registro 4795""",1006594,4,F,45,0,IT,Hotel
"""Registro 4796""",1009659,2,F,<NA>,1,IT,Hotel
"""Registro 4797""",1009098,4,M,51,1,ES,Hotel
"""Registro 4798""",1005156,3,F,34,0,PE,AirBnB
"""Registro 4799""",1003978,1,F,40,1,US,Hotel
"""Registro 4800""",1000022,4,F,43,0,PE,Hotel
"""Registro 4801""",1002904,1,M,36,1,US,AirBnB
"""Registro 4802""",1007018,5,M,35,0,ES,Hotel
"""Registro 4803""",1000416,9,F,45,0,<NA>,Hotel
"""Registro 4804""",1013055,2,F,48,<NA>,IT,Hotel
"""Registro 4805""",1006968,3,F,43,1,COL,AirBnB
"""Registro 4806""",1008776,4,M,45,0,US,AirBnB
"""Registro 4807""",1004714,3,M,36,<NA>,PE,Hotel
"""Registro 4808""",1005521,9,F,<NA>,1,IT,AirBnB
"""Registro 4809""",1006694,6,M,39,0,AR,Hotel
"""Registro 4810""",1006024,4,M,43,0,COL,Hotel
"""Registro 4811""",1007835,4,F,<NA>,0,IT,Hotel
"""Registro 4812""",1013823,4,M,48,1,US,Hotel
"""Registro 4813""",1008087,4,F,38,1,PE,Hotel
"""Registro 4814""",1003672,5,M,33,1,IT,Hotel
"""Registro 4815""",1009481,3,F,48,<NA>,AR,AirBnB
"""Registro 4816""",1012575,6,M,42,0,<NA>,AirBnB
"""Registro 4817""",1011652,5,F,38,1,NL,Hotel
"""Registro 4818""",1010148,4,F,40,1,PE,Hotel
"""Registro 4819""",1005071,7,F,43,1,PE,AirBnB
"""Registro 4820""",1003253,6,M,42,1,AR,Hotel
"""Registro 4821""",1011826,5,M,53,1,IT,Hotel
"""Registro 4822""",1004412,6,F,43,0,UK,Hotel
"""Registro 4823""",1001425,5,F,42,0,ES,Hotel
"""Registro 4824""",1009136,4,F,41,0,PE,Hotel
"""Registro 4825""",1009571,3,F,35,0,AR,AirBnB
"""Registro 4826""",1013926,4,M,38,1,NL,AirBnB
"""Registro 4827""",1000498,3,M,43,1,US,AirBnB
"""Registro 4828""",1012925,6,F,41,0,PE,Hotel
"""Registro 4829""",1008108,3,M,<NA>,0,PE,Hotel
"""Registro 4830""",1006521,3,M,<NA>,1,AR,Hotel
"""Registro 4831""",1013093,4,M,43,0,<NA>,AirBnB
"""Registro 4832""",1012203,5,F,39,1,<NA>,Hotel
"""Registro 4833""",1010454,7,F,36,1,NL,Hotel
"""Registro 4834""",1011207,10,M,45,0,IT,AirBnB
"""Registro 4835""",1012556,3,F,42,1,NL,AirBnB
"""Registro 4836""",1010171,4,M,42,1,UK,AirBnB
"""Registro 4837""",1013407,2,M,29,1,UK,AirBnB
"""Registro 4838""",1000610,4,F,42,<NA>,US,Hotel
"""Registro 4839""",1000923,5,M,37,<NA>,PE,AirBnB
"""Registro 4840""",1008134,4,M,34,0,US,Hotel
"""Registro 4841""",1012638,2,M,50,1,US,Hotel
"""Registro 4842""",1012455,2,M,33,1,<NA>,Hotel
"""Registro 4843""",1001130,6,M,44,<NA>,AR,AirBnB
"""Registro 4844""",1001875,4,F,36,1,AR,Hotel
"""Registro 4845""",1011318,3,F,41,1,ES,AirBnB
"""Registro 4846""",1010515,4,F,40,1,AR,Hotel
"""Registro 4847""",1013502,1,M,35,1,IT,AirBnB
"""Registro 4848""",1010497,4,M,42,1,ES,Hotel
"""Registro 4849""",1009621,4,M,41,1,US,Hotel
"""Registro 4850""",1000912,4,M,54,1,PE,Hotel
"""Registro 4851""",1012328,4,F,41,1,AR,AirBnB
"""Registro 4852""",1013633,4,F,40,0,IT,AirBnB
"""Registro 4853""",1006801,3,M,42,0,PE,AirBnB
"""Registro 4854""",1005661,5,M,37,1,IT,AirBnB
"""Registro 4855""",1003845,6,M,40,0,IT,Hotel
"""Registro 4856""",1013932,4,M,39,1,IT,AirBnB
"""Registro 4857""",1002037,2,M,49,0,PE,AirBnB
"""Registro 4858""",1011472,5,M,<NA>,0,<NA>,AirBnB
"""Registro 4859""",1011709,2,F,43,<NA>,UK,Hotel
"""Registro 4860""",1002600,4,M,36,1,PE,AirBnB
"""Registro 4861""",1011328,5,F,52,<NA>,PE,AirBnB
"""Registro 4862""",1003054,4,M,38,1,UK,AirBnB
"""Registro 4863""",1005961,5,F,45,0,PE,Hotel
"""Registro 4864""",1013004,2,M,39,0,PE,Hotel
"""Registro 4865""",1012195,5,M,43,1,AR,Hotel
"""Registro 4866""",1013673,3,M,49,0,ES,AirBnB
"""Registro 4867""",1004997,3,M,34,0,NL,Hotel
"""Registro 4868""",1001285,6,F,33,0,NL,AirBnB
"""Registro 4869""",1013796,4,F,35,1,UK,Hotel
"""Registro 4870""",1003716,4,F,38,1,NL,Hotel
"""Registro 4871""",1006113,8,M,37,<NA>,<NA>,AirBnB
"""Registro 4872""",1013531,5,F,38,1,<NA>,Hotel
"""Registro 4873""",1004990,4,F,42,0,UK,AirBnB
"""Registro 4874""",1011149,2,F,35,0,IT,Hotel
"""Registro 4875""",1005833,5,M,48,0,<NA>,Hotel
"""Registro 4876""",1007235,3,M,49,0,US,AirBnB
"""Registro 4877""",1004869,6,F,32,1,UK,Hotel
"""Registro 4878""",1008819,2,F,40,1,AR,Hotel
"""Registro 4879""",1011164,1,F,41,0,IT,Hotel
"""Registro 4880""",1011280,3,M,42,1,AR,Hotel
"""Registro 4881""",1003690,1,F,33,0,UK,AirBnB
"""Registro 4882""",1013032,5,M,33,1,NL,AirBnB
"""Registro 4883""",1005314,4,F,31,0,US,AirBnB
"""Registro 4884""",1001918,5,F,46,0,<NA>,Hotel
"""Registro 4885""",1012690,4,F,46,1,ES,AirBnB
"""Registro 4886""",1000037,4,F,40,0,AR,Hotel
"""Registro 4887""",1011496,6,F,40,0,IT,AirBnB
"""Registro 4888""",1008411,3,M,38,0,UK,Hotel
"""Registro 4889""",1004298,5,F,41,1,<NA>,AirBnB
"""Registro 4890""",1006993,2,M,38,1,COL,AirBnB
"""Registro 4891""",1001702,4,F,41,0,<NA>,Hotel
"""Registro 4892""",1001858,2,F,44,1,<NA>,AirBnB
"""Registro 4893""",1006681,4,F,29,1,IT,Hotel
"""Registro 4894""",1006069,3,M,46,1,NL,Hotel
"""Registro 4895""",1006663,3,F,48,<NA>,ES,Hotel
"""Registro 4896""",1004139,2,M,44,<NA>,US,Hotel
"""Registro 4897""",1003079,7,F,34,1,NL,Hotel
"""Registro 4898""",1007945,2,M,40,0,PE,Hotel
"""Registro 4899""",1007870,4,F,36,<NA>,ES,Hotel
"""Registro 4900""",1000264,2,M,41,0,ES,AirBnB
"""Registro 4901""",1007745,1,M,<NA>,1,AR,Hotel
"""Registro 4902""",1010475,7,M,35,1,NL,AirBnB
"""Registro 4903""",1012119,3,M,<NA>,0,IT,Hotel
"""Registro 4904""",1003685,3,M,40,1,US,AirBnB
"""Registro 4905""",1001141,7,F,<NA>,1,AR,Hotel
"""Registro 4906""",1007832,3,F,44,1,NL,AirBnB
"""Registro 4907""",1008332,2,M,32,1,IT,AirBnB
"""Registro 4908""",1013347,3,F,45,0,COL,Hotel
"""Registro 4909""",1004998,3,M,36,<NA>,US,AirBnB
"""Registro 4910""",1003022,5,F,40,1,PE,Hotel
"""Registro 4911""",1001343,3,M,52,0,IT,AirBnB
"""Registro 4912""",1010484,5,M,40,<NA>,ES,Hotel
"""Registro 4913""",1000005,3,F,38,1,US,Hotel
"""Registro 4914""",1013530,1,M,35,0,ES,Hotel
"""Registro 4915""",1002998,4,M,44,<NA>,US,Hotel
"""Registro 4916""",1004675,3,F,43,1,NL,AirBnB
"""Registro 4917""",1005032,5,F,43,0,NL,Hotel
"""Registro 4918""",1003567,2,M,42,1,US,Hotel
"""Registro 4919""",1002154,7,F,44,1,COL,AirBnB
"""Registro 4920""",1005449,3,M,32,0,UK,Hotel
"""Registro 4921""",1011840,7,M,45,0,IT,AirBnB
"""Registro 4922""",1008048,4,M,45,0,IT,AirBnB
"""Registro 4923""",1009182,6,F,42,1,UK,AirBnB
"""Registro 4924""",1010971,2,M,37,1,US,AirBnB
"""Registro 4925""",1013576,3,M,46,1,<NA>,Hotel
"""Registro 4926""",1011362,2,M,38,<NA>,PE,AirBnB
"""Registro 4927""",1003274,4,M,41,<NA>,AR,Hotel
"""Registro 4928""",1001317,2,M,39,1,ES,AirBnB
"""Registro 4929""",1002329,4,M,38,1,PE,Hotel
"""Registro 4930""",1000528,2,F,48,0,US,Hotel
"""Registro 4931""",1010420,6,F,43,0,<NA>,Hotel
"""Registro 4932""",1006964,3,M,42,1,IT,Hotel
"""Registro 4933""",1013120,4,F,45,0,ES,Hotel
"""Registro 4934""",1013857,4,F,52,0,UK,Hotel
"""Registro 4935""",1013484,4,M,<NA>,1,IT,AirBnB
"""Registro 4936""",1003172,4,M,47,1,IT,Hotel
"""Registro 4937""",1006598,4,M,45,1,ES,Hotel
"""Registro 4938""",1013086,6,M,45,1,<NA>,Hotel
"""Registro 4939""",1004691,5,F,42,0,AR,Hotel
"""Registro 4940""",1003318,2,M,49,0,NL,AirBnB
"""Registro 4941""",1001414,4,M,<NA>,<NA>,ES,AirBnB
"""Registro 4942""",1001537,4,M,43,0,US,AirBnB
"""Registro 4943""",1012711,2,F,42,0,<NA>,Hotel
"""Registro 4944""",1011956,6,M,38,<NA>,IT,Hotel
"""Registro 4945""",1012385,7,M,44,1,COL,Hotel
"""Registro 4946""",1011922,6,F,39,<NA>,PE,AirBnB
"""Registro 4947""",1002752,4,F,35,0,AR,AirBnB
"""Registro 4948""",1010157,3,F,33,0,US,AirBnB
"""Registro 4949""",1006017,3,M,37,0,PE,Hotel
"""Registro 4950""",1008818,3,F,36,0,ES,AirBnB
"""Registro 4951""",1005439,3,M,37,1,IT,AirBnB
"""Registro 4952""",1010749,6,F,42,0,NL,Hotel
"""Registro 4953""",1001910,4,F,30,1,UK,AirBnB
"""Registro 4954""",1010026,3,F,42,1,US,Hotel
"""Registro 4955""",1009650,4,F,34,1,NL,Hotel
"""Registro 4956""",1010168,5,F,33,<NA>,<NA>,Hotel
"""Registro 4957""",1011724,4,F,44,<NA>,ES,AirBnB
"""Registro 4958""",1011789,5,M,44,0,UK,AirBnB
"""Registro 4959""",1008080,2,F,<NA>,1,PE,Hotel
"""Registro 4960""",1004424,5,F,44,1,AR,AirBnB
"""Registro 4961""",1012450,4,F,40,0,IT,AirBnB
"""Registro 4962""",1002988,3,M,40,0,ES,Hotel
"""Registro 4963""",1001367,4,M,49,1,NL,AirBnB
"""Registro 4964""",1007724,5,F,32,1,COL,Hotel
"""Registro 4965""",1003961,9,M,46,0,UK,AirBnB
"""Registro 4966""",1008106,3,F,45,1,AR,AirBnB
"""Registro 4967""",1012514,6,F,40,<NA>,AR,AirBnB
"""Registro 4968""",1003106,5,M,43,0,ES,AirBnB
"""Registro 4969""",1013159,8,M,39,0,ES,Hotel
"""Registro 4970""",1004779,4,F,43,0,UK,Hotel
"""Registro 4971""",1005285,5,M,47,0,AR,Hotel
"""Registro 4972""",1000100,4,F,41,0,NL,Hotel
"""Registro 4973""",1005088,5,M,48,<NA>,AR,Hotel
"""Registro 4974""",1009318,4,M,44,0,IT,AirBnB
"""Registro 4975""",1003080,3,F,42,<NA>,AR,Hotel
"""Registro 4976""",1004690,2,M,43,1,COL,AirBnB
"""Registro 4977""",1001977,6,F,35,0,PE,AirBnB
"""Registro 4978""",1003574,4,F,44,1,NL,AirBnB
"""Registro 4979""",1000783,4,F,43,1,UK,AirBnB
"""Registro 4980""",1011070,3,M,35,1,AR,AirBnB
"""Registro 4981""",1004535,4,F,44,0,US,Hotel
"""Registro 4982""",1009509,3,M,39,1,COL,AirBnB
"""Registro 4983""",1009831,6,F,49,0,PE,Hotel
"""Registro 4984""",1002119,4,M,42,1,PE,Hotel
"""Registro 4985""",1008452,2,F,44,1,ES,Hotel
"""Registro 4986""",1007817,4,M,45,1,AR,Hotel
"""Registro 4987""",1007853,5,M,45,<NA>,UK,AirBnB
"""Registro 4988""",1010660,6,F,<NA>,0,US,Hotel
"""Registro 4989""",1003932,5,M,44,0,AR,AirBnB
